http://mashable.com/2013/01/07/amazon-instant-video-browser/,731,12,219,0.663594467,0.999999992,0.815384609,4,2,1,0,4.680365297,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,496,496,496,1,0,0,0,0,0,0,0,0.500331204,0.37827893,0.040004675,0.041262648,0.040122544,0.521617145,0.092561983,0.0456621,0.01369863,0.769230769,0.230769231,0.378636364,0.1,0.7,-0.35,-0.6,-0.2,0.5,-0.1875,0,0.1875,593
http://mashable.com/2013/01/07/ap-samsung-sponsored-tweets/,731,9,255,0.604743081,0.999999993,0.791946303,3,1,1,0,4.91372549,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.799755687,0.050046675,0.050096252,0.050100673,0.050000712,0.341245791,0.148947811,0.043137255,0.015686275,0.733333333,0.266666667,0.286914601,0.033333333,0.7,-0.11875,-0.125,-0.1,0,0,0.5,0,711
http://mashable.com/2013/01/07/apple-40-billion-app-downloads/,731,9,211,0.575129531,0.999999992,0.663865541,3,1,1,0,4.393364929,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,918,918,918,1,0,0,0,0,0,0,0,0.217792289,0.033334457,0.033351425,0.033333536,0.682188294,0.702222222,0.323333333,0.056872038,0.009478673,0.857142857,0.142857143,0.495833333,0.1,1,-0.466666667,-0.8,-0.133333333,0,0,0.5,0,1500
http://mashable.com/2013/01/07/astronaut-notre-dame-bcs/,731,9,531,0.503787878,0.999999997,0.665634673,9,0,1,0,4.404896422,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.028573216,0.419299642,0.494650826,0.028904718,0.028571598,0.429849687,0.100704666,0.041431262,0.020715631,0.666666667,0.333333333,0.385965171,0.136363636,0.8,-0.36969697,-0.6,-0.166666667,0,0,0.5,0,1200
http://mashable.com/2013/01/07/att-u-verse-apps/,731,13,1072,0.415645617,0.999999999,0.540889526,19,19,20,0,4.682835821,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.02863281,0.028793552,0.028575185,0.028571675,0.885426778,0.513502123,0.281003476,0.074626866,0.012126866,0.860215054,0.139784946,0.411127435,0.033333333,1,-0.220192308,-0.5,-0.05,0.454545455,0.136363636,0.045454545,0.136363636,505
http://mashable.com/2013/01/07/beewi-smart-toys/,731,10,370,0.559888578,0.999999995,0.698198195,2,2,0,0,4.359459459,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8500,8500,8500,1,0,0,0,0,0,0,0,0.022245276,0.306717576,0.022231278,0.02222429,0.626581581,0.437408649,0.071184192,0.02972973,0.027027027,0.523809524,0.476190476,0.350609996,0.136363636,0.6,-0.195,-0.4,-0.1,0.642857143,0.214285714,0.142857143,0.214285714,855
http://mashable.com/2013/01/07/bodymedia-armbandgets-update/,731,8,960,0.418162618,0.999999998,0.549833886,21,20,20,0,4.654166667,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.020081666,0.114705387,0.020024369,0.020015328,0.82517325,0.514480301,0.268302724,0.080208333,0.016666667,0.827956989,0.172043011,0.402038567,0.1,1,-0.224479167,-0.5,-0.05,0,0,0.5,0,556
http://mashable.com/2013/01/07/canon-poweshot-n/,731,12,989,0.433573635,0.999999998,0.572107765,20,20,20,0,4.617795753,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.022224357,0.150732973,0.243435476,0.022223603,0.561383591,0.543474234,0.29861347,0.083923155,0.015166835,0.846938776,0.153061224,0.427720492,0.1,1,-0.242777778,-0.5,-0.05,1,0.5,0.5,0.5,891
http://mashable.com/2013/01/07/car-of-the-future-infographic/,731,11,97,0.670103086,0.99999998,0.836734677,2,0,0,0,4.855670103,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.458250415,0.028979431,0.028661883,0.029695859,0.454412412,0.538888889,0.161111111,0.030927835,0.020618557,0.6,0.4,0.566666667,0.4,0.8,-0.125,-0.125,-0.125,0.125,0,0.375,0,3600
http://mashable.com/2013/01/07/chuck-hagel-website/,731,10,231,0.636363634,0.999999993,0.797101443,4,1,1,1,5.090909091,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.040000096,0.040000026,0.839997207,0.040000633,0.040002038,0.313888889,0.051851852,0.038961039,0.03030303,0.5625,0.4375,0.298412698,0.1,0.5,-0.238095238,-0.5,-0.1,0,0,0.5,0,710
http://mashable.com/2013/01/07/cosmic-events-doomsday/,731,9,1248,0.490049751,0.999999999,0.731638417,11,0,1,0,4.617788462,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.025003564,0.28730114,0.40082932,0.261863749,0.025002227,0.482059813,0.102350146,0.038461538,0.020833333,0.648648649,0.351351351,0.404480069,0.1,1,-0.415064103,-1,-0.1,0,0,0.5,0,2200
http://mashable.com/2013/01/07/crayon-creatures/,731,10,187,0.666666663,0.999999991,0.799999993,7,0,1,0,4.657754011,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.02862788,0.028572877,0.028595689,0.028715367,0.885488188,0.477164502,0.15,0.026737968,0.010695187,0.714285714,0.285714286,0.435,0.2,0.7,-0.2625,-0.4,-0.125,0,0,0.5,0,1900
http://mashable.com/2013/01/07/creature-cups/,731,9,274,0.6091954,0.999999994,0.707602335,18,2,11,0,4.233576642,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10700,16200,13450,1,0,0,0,0,0,0,0,0.150492535,0.025933599,0.025187709,0.304298398,0.494087759,0.534950029,0.100727513,0.051094891,0.02919708,0.636363636,0.363636364,0.375510204,0.2,0.7,-0.310416667,-0.6,-0.05,1,-1,0.5,1,823
http://mashable.com/2013/01/07/dad-jokes/,731,9,285,0.744186044,0.999999995,0.84153005,4,2,0,21,4.343859649,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,22800,11785,1,0,0,0,0,0,0,0,0.03338623,0.033426586,0.033351578,0.866498538,0.033337068,0.50974359,-0.053084936,0.028070175,0.052631579,0.347826087,0.652173913,0.4575,0.16,1,-0.337888889,-0.7,-0.1,1,-1,0.5,1,10000
http://mashable.com/2013/01/07/downton-abbey-tumblrs/,731,8,259,0.562753034,0.999999994,0.644444441,19,3,9,0,5.023166023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,4800,1,0,0,0,0,0,0,0,0.028780067,0.028814085,0.028574334,0.885144108,0.028687406,0.295175128,0.057299292,0.015444015,0.011583012,0.571428571,0.428571429,0.249090909,0.136363636,0.5,-0.138690476,-0.1875,-0.05,0.75,0.55,0.25,0.55,761
http://mashable.com/2013/01/07/earth-size-planets-milky-way/,731,12,682,0.459541984,0.999999997,0.634961438,10,0,1,0,4.620234604,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.033333876,0.033333675,0.866662607,0.033335017,0.033334825,0.473285048,0.062226662,0.049853372,0.039589443,0.557377049,0.442622951,0.34307041,0.05,0.6,-0.220149912,-0.6,-0.05,0.75,-0.25,0.25,0.25,1600